loan_amnt,emp_length,home_ownership,annual_inc,addr_state
22000,10+ years,MORTGAGE,90000,NY
4500,< 1 year,RENT,67000,CA
10000,7 years,RENT,95000,AZ
14500,10+ years,MORTGAGE,70000,CA
5200,1 year,MORTGAGE,57000,CA
5000,5 years,MORTGAGE,65000,MO
18000,8 years,RENT,65000,TX
13000,5 years,MORTGAGE,59000,NC
4800,< 1 year,RENT,20000,GA
3000,< 1 year,RENT,51996,CT
7000,< 1 year,OWN,45000,CA
10000,10+ years,MORTGAGE,65000,NV
12000,2 years,RENT,75000,MA
4000,10+ years,RENT,160549,CA
6250,3 years,MORTGAGE,63177,CA
4000,3 years,RENT,35004,NJ
4400,2 years,MORTGAGE,71000,IL
12000,4 years,MORTGAGE,140000,IL
19000,5 years,MORTGAGE,57000,AL
5400,< 1 year,OWN,25104,TX
6000,6 years,MORTGAGE,61000,PA
3000,6 years,MORTGAGE,45600,CO
2700,10+ years,MORTGAGE,60000,VA
14400,8 years,MORTGAGE,70000,MD
7600,6 years,MORTGAGE,57400,AL
3500,1 year,MORTGAGE,28800,SC
25000,10+ years,OWN,48000,LA
10025,3 years,RENT,44966,WA
35000,6 years,MORTGAGE,187000,AZ
6400,2 years,RENT,30000,AL
11500,3 years,RENT,63000,AZ
5000,3 years,MORTGAGE,53500,OH
25000,10+ years,OWN,49200,SD
21000,4 years,RENT,37000,NY
10000,6 years,MORTGAGE,50000,NJ
25000,8 years,MORTGAGE,108900,IL
7000,< 1 year,MORTGAGE,51000,TX
31200,2 years,RENT,92000,NJ
20000,4 years,RENT,35000,CA
2800,< 1 year,OWN,50000,OH
6325,4 years,RENT,59496,NY
8500,5 years,RENT,60000,GA
33000,6 years,MORTGAGE,67600,MD
10000,2 years,MORTGAGE,34000,SC
12500,8 years,MORTGAGE,55000,OH
14400,2 years,MORTGAGE,83199.96,CA
14100,6 years,MORTGAGE,47000,PA
9475,10+ years,MORTGAGE,66901,CA
6000,10+ years,RENT,80490,CA
25000,3 years,MORTGAGE,47500,TX
9400,< 1 year,RENT,50000,NJ
22000,3 years,RENT,119000,CA
20000,3 years,MORTGAGE,80000,MI
35000,9 years,RENT,85000,NV
22400,10+ years,RENT,89196,CA
14350,10+ years,MORTGAGE,100000,NJ
6500,6 years,MORTGAGE,170000,LA
5500,6 years,MORTGAGE,38450,IL
3000,3 years,RENT,38000,TX
5000,7 years,RENT,49000,CA
12000,< 1 year,RENT,38400,CA
9000,8 years,MORTGAGE,35500,VA
4000,5 years,MORTGAGE,65000,CA
3000,2 years,RENT,8472,PA
7000,5 years,MORTGAGE,33888,GA
1500,10+ years,RENT,41000,NY
1200,4 years,RENT,58000,CO
14000,10+ years,MORTGAGE,57000,OH
3000,4 years,MORTGAGE,48000,PA
12800,1 year,RENT,60000,PA
14000,4 years,RENT,40404,NY
7500,4 years,RENT,80000,FL
13200,5 years,RENT,62000,AZ
7200,7 years,MORTGAGE,37800,TX
22200,3 years,RENT,82000,MA
20000,10+ years,OWN,135000,MO
4400,6 years,OWN,65000,NJ
6400,< 1 year,MORTGAGE,41000,AL
1600,3 years,RENT,12000,CA
20000,10+ years,RENT,56400,MO
21000,10+ years,MORTGAGE,135000,CA
12000,6 years,MORTGAGE,65000,IL
18000,10+ years,RENT,93600,OH
20000,7 years,RENT,50000,FL
8000,10+ years,MORTGAGE,65000,CA
6000,10+ years,MORTGAGE,78500,NY
14000,6 years,MORTGAGE,70000,MN
8000,5 years,MORTGAGE,60000,CT
14125,4 years,RENT,30000,TX
7000,5 years,RENT,118000,VA
25000,2 years,MORTGAGE,200000,FL
2400,7 years,RENT,31200,CA
7000,2 years,RENT,41000,TX
9200,2 years,RENT,31000,MI
20000,10+ years,MORTGAGE,90000,OH
15000,< 1 year,MORTGAGE,54000,MN
3700,< 1 year,MORTGAGE,186000,NC
12800,3 years,MORTGAGE,55000,TX
3600,2 years,RENT,67000,CO
15000,7 years,RENT,30000,NY
3600,2 years,RENT,36000,CA
9000,6 years,OWN,40000,AL
6800,1 year,OWN,69000,MO
10000,5 years,RENT,38400,AR
20000,2 years,RENT,65000,NY
20500,10+ years,MORTGAGE,73200,VA
3000,4 years,RENT,33804,MO
16000,< 1 year,MORTGAGE,150000,TX
10000,< 1 year,RENT,50000,NY
8000,3 years,RENT,192000,NY
8850,5 years,MORTGAGE,60000,AZ
16500,5 years,MORTGAGE,65000,IL
8000,< 1 year,RENT,26400,MI
18225,10+ years,MORTGAGE,48383,NC
25000,10+ years,MORTGAGE,58000,WA
10400,9 years,RENT,62000,OH
14500,3 years,MORTGAGE,120000,OH
12000,10+ years,MORTGAGE,69610,VA
8000,1 year,RENT,59126,DC
21000,4 years,RENT,92000,NM
7150,3 years,RENT,61200,NY
12000,10+ years,MORTGAGE,45000,CA
12000,10+ years,MORTGAGE,138600,VA
35000,8 years,MORTGAGE,157544,TX
1000,10+ years,MORTGAGE,62400,WI
2000,4 years,MORTGAGE,94940,FL
6000,2 years,RENT,25000,CA
13000,10+ years,MORTGAGE,56700,NM
7800,< 1 year,MORTGAGE,60000,TX
35000,2 years,MORTGAGE,370008,NJ
30000,9 years,MORTGAGE,105000,TX
8500,10+ years,MORTGAGE,60000,MA
16000,8 years,MORTGAGE,85000,AZ
5000,2 years,RENT,65000,CA
14500,10+ years,MORTGAGE,98000,AR
14400,7 years,MORTGAGE,42000,WV
10000,< 1 year,RENT,84996,OR
2400,n/a,MORTGAGE,94342,CA
5800,4 years,MORTGAGE,45000,TX
15000,7 years,MORTGAGE,56000,MA
4400,10+ years,MORTGAGE,63000,LA
10500,3 years,RENT,38000,NY
18825,6 years,MORTGAGE,65000,FL
5000,5 years,MORTGAGE,38000,NC
6500,< 1 year,RENT,30000,FL
20000,4 years,RENT,56000,CA
12000,3 years,MORTGAGE,90000,OH
29700,2 years,MORTGAGE,125000,NY
3000,5 years,RENT,60000,NY
15000,10+ years,MORTGAGE,250000,RI
35000,3 years,RENT,120000,MD
8300,5 years,OWN,50000,FL
30000,1 year,MORTGAGE,127000,NJ
3625,5 years,RENT,20000,OH
5500,3 years,RENT,50052,NY
3000,6 years,MORTGAGE,66000,MD
24800,5 years,MORTGAGE,130000,FL
7200,2 years,RENT,42504,VA
10600,< 1 year,RENT,30000,CA
12000,3 years,OWN,28800,AL
25000,5 years,RENT,83000,CA
30000,< 1 year,RENT,131000,CA
25000,5 years,MORTGAGE,112224,VA
8000,8 years,MORTGAGE,50000,AZ
28000,8 years,MORTGAGE,157000,IL
17000,4 years,MORTGAGE,75996,TX
20950,5 years,MORTGAGE,77000,NJ
9000,2 years,RENT,46704,GA
11400,4 years,MORTGAGE,55000,IL
8000,< 1 year,RENT,32000,MO
4500,10+ years,RENT,66000,OK
3600,8 years,MORTGAGE,65000,CT
35000,10+ years,RENT,70000,NY
23675,3 years,RENT,52000,CA
7000,< 1 year,RENT,34800,CA
5000,2 years,MORTGAGE,80000,TX
7000,4 years,RENT,28800,CA
16000,3 years,RENT,41520,FL
30000,6 years,RENT,105000,TX
28000,3 years,MORTGAGE,258000,CA
7775,< 1 year,MORTGAGE,42000,CA
35000,10+ years,MORTGAGE,225000,OH
16400,1 year,RENT,37000,SC
12000,1 year,RENT,42000,IL
14000,3 years,MORTGAGE,120000,OK
7200,1 year,MORTGAGE,81600,TX
21600,10+ years,MORTGAGE,108000,CA
13500,2 years,MORTGAGE,36000,AZ
29100,n/a,RENT,52872,CA
6000,4 years,MORTGAGE,53800,NC
7500,< 1 year,RENT,36000,CA
10225,2 years,MORTGAGE,35000,GA
4800,1 year,OWN,27000,GA
8575,10+ years,MORTGAGE,120000,NJ
3600,< 1 year,RENT,18000,FL
10000,10+ years,MORTGAGE,163008,FL
25000,n/a,MORTGAGE,65000,MA
30000,10+ years,OWN,103000,FL
35000,4 years,RENT,72000,CA
9600,6 years,MORTGAGE,49000,CA
5600,10+ years,MORTGAGE,44582,GA
13000,2 years,RENT,65000,IL
12000,3 years,RENT,34500,NY
5000,3 years,RENT,65000,NJ
7200,8 years,MORTGAGE,75000,IL
10000,3 years,MORTGAGE,123000,MD
8000,1 year,MORTGAGE,68000,CA
11000,8 years,RENT,32400,VT
1600,< 1 year,OWN,48000,TX
35000,< 1 year,MORTGAGE,118000,CA
10625,n/a,MORTGAGE,28800,VA
6000,3 years,MORTGAGE,46000,MI
6800,3 years,RENT,27800,AL
12600,2 years,OWN,63000,SC
18225,10+ years,MORTGAGE,55000,IL
14000,3 years,MORTGAGE,73000,MD
6800,10+ years,MORTGAGE,70000,NC
35000,10+ years,MORTGAGE,104000,NY
35000,8 years,RENT,104000,NY
6000,2 years,MORTGAGE,32000,KY
16000,3 years,RENT,130000,CA
1500,10+ years,RENT,39000,IL
24000,10+ years,RENT,40000,PA
16000,10+ years,RENT,75000,IL
4300,n/a,MORTGAGE,48000,NJ
5000,7 years,MORTGAGE,54000,CT
25000,4 years,MORTGAGE,135000,CA
23675,4 years,MORTGAGE,40896,NC
11600,< 1 year,MORTGAGE,58000,TX
14000,6 years,MORTGAGE,90000,RI
7250,5 years,RENT,39750,MA
1000,1 year,RENT,24000,OR
5000,4 years,MORTGAGE,50004,KS
2400,3 years,RENT,57500,FL
12500,2 years,MORTGAGE,80000,IL
6500,7 years,MORTGAGE,130000,TX
14125,< 1 year,RENT,39000,CA
5500,1 year,RENT,24000,WV
12000,< 1 year,RENT,50000,CA
33500,10+ years,RENT,300000,NY
8500,7 years,MORTGAGE,75000,LA
6400,9 years,MORTGAGE,90000,MD
4800,3 years,RENT,65000,NC
30000,2 years,MORTGAGE,225000,NJ
5000,8 years,RENT,60000,VA
5000,3 years,RENT,33600,NV
4800,1 year,MORTGAGE,70000,MA
10000,10+ years,RENT,55000,PA
6500,3 years,MORTGAGE,54000,VA
10000,1 year,RENT,38000,AZ
4000,9 years,RENT,65000,FL
3400,4 years,RENT,76000,FL
6000,10+ years,RENT,31200,RI
8000,< 1 year,MORTGAGE,72252,MO
12000,7 years,RENT,72000,TX
7500,2 years,MORTGAGE,85000,OH
2000,4 years,MORTGAGE,32000,TX
14000,2 years,RENT,48000,MD
5000,5 years,RENT,15600,GA
3000,6 years,MORTGAGE,75000,FL
5000,4 years,RENT,34800,CA
13000,1 year,RENT,64000,NY
8000,5 years,RENT,30000,FL
5000,10+ years,RENT,42000,TX
14000,2 years,RENT,75000,CA
6000,2 years,RENT,18835.2,NV
12300,< 1 year,RENT,55000,AZ
2000,< 1 year,MORTGAGE,24960,WI
3000,1 year,RENT,14400,CO
8800,10+ years,MORTGAGE,125000,AZ
30000,10+ years,RENT,54996,TX
20000,10+ years,MORTGAGE,76000,FL
5000,10+ years,MORTGAGE,140000,PA
1200,< 1 year,OWN,9600,CA
1600,10+ years,RENT,21600,FL
1500,1 year,RENT,24000,CA
9000,6 years,RENT,40800,CA
11000,6 years,OWN,75000,NJ
7500,2 years,RENT,91500,NV
1500,2 years,RENT,32000,CO
3500,2 years,RENT,30720,LA
17000,10+ years,RENT,50000,OH
3250,9 years,MORTGAGE,45000,OH
5000,10+ years,OWN,40000,VT
14000,8 years,RENT,63500,CT
3000,1 year,MORTGAGE,96000,CA
8500,5 years,RENT,38000,PA
21000,10+ years,MORTGAGE,90000,WI
7500,10+ years,MORTGAGE,45600,CO
2400,4 years,RENT,36000,GA
20000,5 years,MORTGAGE,63000,GA
13800,5 years,RENT,43000,CA
8000,< 1 year,RENT,50000,CA
12000,2 years,MORTGAGE,80000,TX
5800,5 years,MORTGAGE,75000,AZ
8000,10+ years,RENT,116664,OH
24000,10+ years,RENT,70000,TX
15000,5 years,MORTGAGE,100000,LA
12000,< 1 year,RENT,60000,CA
4000,1 year,RENT,51000,CA
14000,4 years,RENT,315600,NJ
12000,1 year,RENT,72500,OH
12000,6 years,MORTGAGE,82500,AZ
10000,8 years,OWN,120000,IL
9600,2 years,RENT,60000,MN
30000,4 years,MORTGAGE,275000,MN
2500,3 years,RENT,26400,TX
10800,2 years,RENT,50400,NJ
2250,7 years,RENT,48000,NC
5500,7 years,MORTGAGE,54000,NC
34475,10+ years,MORTGAGE,57881.76,NC
9900,5 years,MORTGAGE,65196,AZ
18000,10+ years,MORTGAGE,90000,IL
25000,4 years,MORTGAGE,123000,VA
12000,10+ years,MORTGAGE,105000,TX
16000,10+ years,MORTGAGE,72000,WI
4000,3 years,MORTGAGE,40000,MI
8000,< 1 year,RENT,40000,CA
18900,10+ years,MORTGAGE,85800,OH
22750,8 years,RENT,30000,NJ
8800,10+ years,RENT,47000,NJ
10400,< 1 year,RENT,87000,NC
14000,2 years,MORTGAGE,120421.9,MD
4000,1 year,MORTGAGE,45600,PA
9000,2 years,MORTGAGE,57600,LA
25000,10+ years,RENT,73328.76,GA
8000,n/a,RENT,24000,MI
4800,10+ years,MORTGAGE,94000,CA
12000,7 years,MORTGAGE,72000,CA
25000,10+ years,MORTGAGE,96682,IL
5200,< 1 year,RENT,65000,CA
10000,4 years,MORTGAGE,70000,MD
9750,10+ years,MORTGAGE,70000,IL
25000,4 years,MORTGAGE,96000,KS
21600,8 years,RENT,70150,KS
8000,10+ years,MORTGAGE,42000,NY
7000,< 1 year,MORTGAGE,145000,WI
8000,10+ years,RENT,48000,LA
9000,5 years,RENT,48000,MA
12000,6 years,MORTGAGE,135000,CA
2500,7 years,MORTGAGE,48000,WA
2500,1 year,RENT,32004,NY
25000,10+ years,RENT,85000,CA
35000,10+ years,RENT,92000,DC
35000,< 1 year,MORTGAGE,150000,CA
9600,2 years,RENT,85000,DC
15000,< 1 year,MORTGAGE,84000,FL
35000,7 years,MORTGAGE,85000,CA
10000,< 1 year,RENT,75000,CT
12100,4 years,MORTGAGE,74000,TX
4200,10+ years,MORTGAGE,32400,OH
8400,10+ years,RENT,60000,KY
8400,7 years,MORTGAGE,37000,OK
12000,n/a,MORTGAGE,54492,TX
3000,10+ years,MORTGAGE,70000,OH
7600,10+ years,RENT,100000,FL
18000,5 years,RENT,80000,NY
4000,2 years,RENT,94404,IL
10000,3 years,MORTGAGE,84000,OK
24000,3 years,MORTGAGE,200000,GA
3500,10+ years,MORTGAGE,48000,CO
24250,6 years,MORTGAGE,50000,OH
7800,2 years,RENT,80000,TX
21000,1 year,MORTGAGE,59750,WI
21600,10+ years,MORTGAGE,280000,CA
35000,8 years,MORTGAGE,200000,IL
10000,3 years,MORTGAGE,54000,LA
21000,3 years,MORTGAGE,200000,AZ
6000,8 years,RENT,53000,MD
5000,10+ years,RENT,38400,WA
3600,9 years,RENT,70000,CA
15000,10+ years,MORTGAGE,84000,FL
5000,3 years,MORTGAGE,55000,NC
18800,8 years,OWN,50000,AR
19600,4 years,MORTGAGE,39996,MN
10000,< 1 year,RENT,65000,CA
28000,7 years,MORTGAGE,202000,IL
16000,9 years,MORTGAGE,108717,MD
10800,3 years,MORTGAGE,89000,SC
35000,7 years,MORTGAGE,97000,IL
12000,7 years,MORTGAGE,140000,MD
15000,3 years,MORTGAGE,70000,PA
22000,8 years,RENT,65000,NJ
4200,2 years,RENT,60000,IL
7200,2 years,RENT,50000,NC
1325,< 1 year,RENT,24000,LA
8500,9 years,MORTGAGE,62000,MO
15000,2 years,MORTGAGE,100000,NC
20000,10+ years,MORTGAGE,74000,NC
8700,2 years,RENT,46000,PA
7000,5 years,RENT,30000,PA
6000,2 years,RENT,28000,GA
4000,7 years,RENT,38400,CA
9600,< 1 year,RENT,33600,WA
8575,2 years,RENT,32000,CT
7000,7 years,RENT,65000,NJ
11000,< 1 year,MORTGAGE,80000,GA
8000,< 1 year,RENT,42000,CA
18000,10+ years,MORTGAGE,116000,MD
12000,5 years,MORTGAGE,37080,FL
10000,1 year,OWN,55000,MD
6500,10+ years,MORTGAGE,55000,MI
7000,1 year,MORTGAGE,90000,CO
4000,< 1 year,RENT,35832,PA
3500,4 years,RENT,80000,SC
12000,10+ years,RENT,54000,CA
13000,10+ years,MORTGAGE,96000,KY
18000,8 years,RENT,80000,NY
1900,5 years,RENT,32000,WA
5500,1 year,RENT,59000,IL
10000,5 years,OWN,35000,NJ
8000,10+ years,RENT,70000,CA
6000,3 years,MORTGAGE,54000,CA
13800,4 years,RENT,67300,VA
7400,10+ years,RENT,56400,CA
1400,10+ years,MORTGAGE,54000,CA
6000,n/a,RENT,63552,NJ
12000,2 years,OWN,36184.8,PA
6000,< 1 year,RENT,55182.4,FL
30000,10+ years,OWN,85000,NY
8000,3 years,RENT,47900,TX
15000,6 years,RENT,41000,NJ
6000,4 years,MORTGAGE,85000,TX
9175,10+ years,OWN,25000,FL
6000,5 years,MORTGAGE,64000,CA
12000,7 years,RENT,82000,NY
15000,1 year,MORTGAGE,90000,GA
12000,1 year,RENT,111996,TX
8025,10+ years,MORTGAGE,55000,CA
10000,10+ years,MORTGAGE,60204,FL
6000,3 years,MORTGAGE,52000,MO
35000,10+ years,MORTGAGE,90000,CA
3000,3 years,RENT,74250,CO
10000,8 years,RENT,48000,CA
6350,4 years,RENT,20000,PA
5125,n/a,OWN,50000,FL
4750,< 1 year,RENT,15000,GA
7000,10+ years,RENT,101040,NY
11500,5 years,MORTGAGE,68000,CA
12000,3 years,MORTGAGE,36000,MD
1400,4 years,RENT,30000,FL
7000,8 years,RENT,60000,NJ
21000,< 1 year,MORTGAGE,145000,MO
13775,10+ years,RENT,62900,MA
10000,2 years,MORTGAGE,86748,NC
1500,1 year,RENT,33996,NJ
30000,10+ years,MORTGAGE,85000,NC
3075,10+ years,MORTGAGE,32678.4,RI
5000,5 years,RENT,52000,WA
20000,5 years,MORTGAGE,82000,CA
35000,10+ years,MORTGAGE,164000,NC
5000,1 year,RENT,52000,NJ
8000,10+ years,MORTGAGE,40000,NV
4200,1 year,OWN,21600,CA
15000,8 years,MORTGAGE,120000,CA
12600,6 years,RENT,32000,OH
12000,5 years,MORTGAGE,100000,GA
30000,10+ years,MORTGAGE,78000,IL
5000,10+ years,MORTGAGE,46551,GA
1200,5 years,RENT,36000,FL
4400,< 1 year,RENT,24000,CA
15000,< 1 year,MORTGAGE,36000,MA
7000,2 years,RENT,45000,CA
20200,3 years,MORTGAGE,150000,NY
4000,10+ years,RENT,18000,CA
19400,4 years,RENT,55438,NY
7500,10+ years,RENT,45000,PA
11200,4 years,MORTGAGE,44000,UT
2500,3 years,RENT,39000,MO
24000,3 years,RENT,100300,NY
8000,10+ years,MORTGAGE,97500,LA
5000,5 years,MORTGAGE,45000,FL
8575,7 years,MORTGAGE,63000,NH
4800,3 years,MORTGAGE,200000,TX
35000,10+ years,MORTGAGE,130000,MN
10625,10+ years,RENT,30000,CA
15000,4 years,RENT,70000,CA
6000,10+ years,MORTGAGE,95610,WV
30000,10+ years,MORTGAGE,117000,OR
4000,1 year,MORTGAGE,49000,LA
15000,2 years,MORTGAGE,48000,CA
28000,8 years,RENT,56950,KS
6000,10+ years,MORTGAGE,128000,AZ
8400,4 years,RENT,65000,CA
18400,10+ years,RENT,150000,CA
2500,10+ years,RENT,66072,CA
28000,7 years,MORTGAGE,185000,MA
12725,n/a,RENT,25000,CA
10000,1 year,RENT,145000,NJ
5000,10+ years,RENT,60000,CA
3250,1 year,MORTGAGE,9600,CO
3725,10+ years,RENT,140000,NY
12000,5 years,MORTGAGE,93218,MN
6000,1 year,RENT,45000,NY
14400,10+ years,RENT,33600,NH
16000,5 years,MORTGAGE,42000,CT
8500,10+ years,MORTGAGE,65000,NV
2800,4 years,RENT,9600,CA
11200,7 years,RENT,105000,AZ
12000,10+ years,RENT,70000,VA
4000,10+ years,MORTGAGE,54000,NY
10000,1 year,RENT,42996,MD
2000,7 years,RENT,42870,MA
25000,10+ years,RENT,157000,IL
10000,10+ years,MORTGAGE,80000,VA
14000,6 years,MORTGAGE,81600,LA
21000,9 years,RENT,150000,CA
20375,9 years,RENT,62068.8,TX
25000,7 years,RENT,90000,NJ
6000,< 1 year,MORTGAGE,55000,PA
8000,2 years,RENT,48000,IL
25000,10+ years,MORTGAGE,48000,IL
9500,10+ years,MORTGAGE,55000,MA
6000,5 years,RENT,60000,IL
8400,3 years,RENT,58576,MN
12000,4 years,MORTGAGE,81996,NJ
5100,1 year,RENT,54000,CA
15000,10+ years,MORTGAGE,87600,CA
20000,2 years,RENT,67500,PA
10000,3 years,MORTGAGE,125000,CA
15000,5 years,RENT,90000,NY
14000,10+ years,OWN,41000,MA
12500,9 years,RENT,101877,NJ
17000,3 years,RENT,49008,TX
17600,n/a,RENT,59256,GA
30000,7 years,MORTGAGE,60000,NJ
7000,10+ years,MORTGAGE,144000,VA
21000,10+ years,MORTGAGE,113713,MA
1200,2 years,RENT,34560,NV
15000,4 years,RENT,75000,CA
1250,10+ years,RENT,26000,CA
19075,5 years,RENT,30000,NV
3200,2 years,RENT,51000,TX
11000,< 1 year,RENT,37500,OH
6000,< 1 year,RENT,50000,CA
30000,10+ years,MORTGAGE,315000,CA
3800,4 years,RENT,43000,NY
13225,10+ years,MORTGAGE,40000,CA
5000,2 years,MORTGAGE,62000,NJ
8000,< 1 year,RENT,80000,CO
16800,5 years,MORTGAGE,52000,VA
4850,< 1 year,RENT,54000,NY
7000,10+ years,RENT,70000,FL
22000,3 years,MORTGAGE,45000,TX
8000,3 years,RENT,40000,NC
25000,3 years,RENT,50004,CT
20000,3 years,RENT,36000,KY
35000,4 years,MORTGAGE,72400,AK
25000,2 years,RENT,68000,MA
5300,4 years,RENT,24996,KS
5000,10+ years,MORTGAGE,62500,NC
25000,< 1 year,RENT,58000,NC
6800,6 years,MORTGAGE,67000,FL
5100,4 years,RENT,67656,NJ
16000,< 1 year,MORTGAGE,112000,TX
12000,2 years,RENT,60000,CA
3000,10+ years,MORTGAGE,33000,TX
2200,3 years,MORTGAGE,40000,SC
28000,2 years,RENT,85000,GA
6000,5 years,MORTGAGE,46800,MO
30000,10+ years,MORTGAGE,75000,MD
18000,5 years,RENT,96000,MD
8400,2 years,OWN,36000,TX
7500,10+ years,MORTGAGE,42500,NJ
10200,< 1 year,RENT,70000,WA
6000,10+ years,RENT,47000,CA
3000,5 years,RENT,38000,CO
5000,10+ years,MORTGAGE,118000,CA
7500,3 years,RENT,30000,KS
17000,5 years,MORTGAGE,90000,WA
5000,< 1 year,RENT,20520,KS
29900,4 years,MORTGAGE,93996,NC
8000,9 years,RENT,54000,MD
12000,10+ years,OWN,139000,CA
3675,2 years,RENT,19200,CO
31000,2 years,MORTGAGE,119238,MD
21000,10+ years,MORTGAGE,84000,MO
13000,10+ years,MORTGAGE,48000,CA
3000,< 1 year,RENT,48000,MN
3200,< 1 year,RENT,56000,IL
4500,10+ years,MORTGAGE,72000,WI
4000,10+ years,RENT,55200,CA
8475,10+ years,MORTGAGE,57400,NJ
4000,10+ years,MORTGAGE,24000,WV
8400,10+ years,MORTGAGE,120000,RI
13500,7 years,MORTGAGE,76000,CA
7000,6 years,MORTGAGE,60000,NY
3600,8 years,RENT,60000,MN
20000,2 years,RENT,60000,CO
18200,4 years,RENT,55000,FL
33600,10+ years,MORTGAGE,135000,MI
7500,7 years,RENT,25000,NV
2000,4 years,RENT,9600,VA
15000,4 years,MORTGAGE,60000,OH
10000,3 years,RENT,55000,IL
12050,4 years,MORTGAGE,37500,VA
35000,4 years,RENT,158000,CA
11600,< 1 year,RENT,71000,CA
11525,2 years,MORTGAGE,91000,CA
15600,7 years,RENT,62000,CA
12000,6 years,RENT,80000,NY
14400,4 years,MORTGAGE,60852,UT
8000,2 years,MORTGAGE,45000,NJ
12000,8 years,RENT,33000,CA
28000,8 years,MORTGAGE,115000,FL
5000,< 1 year,RENT,46000,MD
1500,< 1 year,MORTGAGE,39600,NC
5025,< 1 year,MORTGAGE,53000,SC
25000,10+ years,MORTGAGE,107004,KS
20000,10+ years,MORTGAGE,60000,MN
5550,2 years,RENT,47004,CA
15000,4 years,OWN,57240,WA
6625,10+ years,MORTGAGE,48000,TX
20000,2 years,MORTGAGE,57396,MO
4800,8 years,MORTGAGE,72000,AZ
3600,< 1 year,MORTGAGE,40000,MN
22500,1 year,MORTGAGE,55550,NC
7000,10+ years,RENT,34482,CA
24000,3 years,RENT,60000,CA
4800,4 years,MORTGAGE,128000,NC
16000,10+ years,MORTGAGE,52302,MA
20000,2 years,RENT,34000,KS
6000,2 years,RENT,37200,CA
22000,5 years,MORTGAGE,80000,FL
15000,10+ years,MORTGAGE,60000,AZ
15000,5 years,MORTGAGE,89000,GA
9600,n/a,RENT,24000,CA
12600,2 years,MORTGAGE,42500,TX
3250,4 years,MORTGAGE,60000,NM
5975,6 years,MORTGAGE,56000,NY
14000,9 years,MORTGAGE,45000,AR
4000,5 years,MORTGAGE,25344,CA
13000,7 years,RENT,68000,GA
24000,7 years,RENT,110000,NY
3000,10+ years,MORTGAGE,70000,MN
9600,10+ years,MORTGAGE,38000,AZ
9000,2 years,MORTGAGE,110000,MD
14000,10+ years,MORTGAGE,140000,GA
17000,6 years,RENT,65000,CA
30000,n/a,MORTGAGE,63874,IL
8700,6 years,MORTGAGE,102000,TX
3000,1 year,RENT,24000,MT
2000,10+ years,MORTGAGE,48000,CA
10000,3 years,MORTGAGE,51000,OH
11000,7 years,MORTGAGE,50000,MI
5600,5 years,RENT,51000,NY
35000,10+ years,RENT,82320,CT
14000,10+ years,MORTGAGE,93996,CA
12000,5 years,RENT,52000,IL
4500,5 years,RENT,110000,NY
17000,10+ years,MORTGAGE,75000,IL
5000,2 years,MORTGAGE,88500,VA
12375,5 years,MORTGAGE,50000,MD
26000,< 1 year,RENT,67200,WA
9975,n/a,RENT,29004,MA
8000,10+ years,RENT,40000,IL
19125,4 years,MORTGAGE,56000,FL
14500,n/a,MORTGAGE,36000,OH
32500,6 years,RENT,65000,NJ
29800,10+ years,OWN,75000,OH
12000,7 years,MORTGAGE,56500,MO
25000,10+ years,MORTGAGE,73096,PA
4000,3 years,MORTGAGE,60000,MD
24000,10+ years,MORTGAGE,72000,AR
18000,< 1 year,RENT,150000,NY
24000,6 years,RENT,97500,DC
24575,4 years,MORTGAGE,81996,NJ
1200,10+ years,RENT,43000,PA
14000,< 1 year,RENT,65000,NJ
4800,5 years,OWN,62000,NY
18000,3 years,RENT,105144,OR
12000,3 years,RENT,115000,MA
3500,1 year,RENT,70000,CA
35000,2 years,MORTGAGE,250000,IL
15000,< 1 year,RENT,45000,TX
4100,2 years,RENT,150000,VA
10000,3 years,MORTGAGE,96000,CA
7000,6 years,RENT,52000,PA
2800,3 years,RENT,45000,FL
2600,6 years,MORTGAGE,27800,MD
3600,4 years,MORTGAGE,63000,SC
32350,10+ years,MORTGAGE,91000,NJ
7000,6 years,MORTGAGE,37000,AR
4500,< 1 year,MORTGAGE,39660,OH
10000,4 years,MORTGAGE,36000,CA
12000,5 years,MORTGAGE,42000,CA
10000,10+ years,RENT,80004,IL
21000,6 years,MORTGAGE,95000,FL
4500,4 years,RENT,18996,KS
15000,4 years,MORTGAGE,69500,CA
21000,7 years,MORTGAGE,90000,AR
1600,10+ years,MORTGAGE,130000,FL
9000,2 years,MORTGAGE,75000,OK
11200,10+ years,RENT,61000,TX
14000,3 years,RENT,120000,CA
15000,2 years,MORTGAGE,85000,WA
10200,3 years,MORTGAGE,215000,HI
1400,3 years,MORTGAGE,48000,CA
5325,< 1 year,RENT,25000,LA
4800,10+ years,MORTGAGE,38628.96,OK
16425,< 1 year,RENT,38800,TX
8000,< 1 year,RENT,53052,TX
10000,5 years,MORTGAGE,83050,OH
14400,2 years,OWN,34920,FL
2000,10+ years,MORTGAGE,59000,KY
1000,1 year,RENT,34800,TX
20000,9 years,MORTGAGE,52000,NY
10000,3 years,RENT,53000,CA
25000,8 years,MORTGAGE,84000,MA
35000,5 years,MORTGAGE,190000,WI
5000,10+ years,MORTGAGE,33000,GA
25000,7 years,RENT,72000,MA
2600,2 years,RENT,40000,AL
10000,1 year,RENT,65000,NY
